ID,Solubility,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
F-140,-2.19,196.159,0.3561,36.5828,13,4,2,8,8,76,0,0,0,0,99.08,73.64013839,2.996104998,154.4075464
F-141,-1.14,237.303,1.61506,62.9118,17,4,1,5,8,94,0,0,0,0,88.12,102.2543632,4.619432191,296.6928808
F-142,-2.68,210.186,0.743,41.1558,14,4,2,8,7,82,0,0,0,0,99.08,80.0050805,3.599168886,186.4984101
F-144,-0.7,221.213,-2.896,50.9123,15,6,6,8,5,88,0,0,0,0,148.4,86.02257221,4.138563159,232.6655465
F-146,-2.85,268.36,-0.7234,65.8724,16,6,4,8,9,94,0,0,0,0,126.64,102.131359,3.34287927,216.0782
F-147,-2.49,282.387,-0.3333,70.4894,17,6,4,8,10,100,0,0,0,0,126.64,108.4963011,3.299288291,229.1503528
F-148,-3.62,296.414,0.0568,75.1064,18,6,4,8,11,106,0,0,0,0,126.64,114.8612432,3.264300201,240.2622344
F-150,-2.91,310.441,0.4469,79.7234,19,6,4,8,12,112,0,0,0,0,126.64,121.2261853,3.235917136,253.4208001
F-151,-2.77,324.468,0.837,84.3404,20,6,4,8,13,118,0,0,0,0,126.64,127.5911274,3.212678162,264.6308875
F-152,-3.46,167.128,-1.5267,40.8635,12,4,4,7,0,62,0,0,2,2,120.42,64.99856147,2.969548295,491.4885441
F-154,-2.13,358.439,-0.7939,92.4493,25,5,5,9,10,144,0,0,0,0,150.62,147.6431821,5.044630345,492.9167467
F-156,-1.14,174.24,1.4907,46.7818,12,3,1,3,6,72,0,0,0,0,46.53,73.72808902,3.1432375,120.9420554
F-160,-1.89,182.132,-0.0372,31.9218,12,4,2,8,5,70,0,0,0,0,99.08,67.27519627,3.833659161,162.3868988
F-162,-2.16,174.2,0.2981,43.6679,12,2,3,5,5,70,0,0,0,0,92.42,70.93593455,3.865424553,170.0344236
F-164,-2.04,251.2,0.9614,57.1928,12,2,0,6,7,74,0,0,0,0,34.14,87.91900246,3.402570683,145.6270751
F-165,-0.62,210.276,1.314,49.3776,12,4,2,6,5,70,0,0,0,0,74.6,78.12165544,3.680658332,162.3868988
F-166,-0.43,188.227,-0.4394,48.0759,13,3,3,5,5,76,0,0,0,0,92.42,77.30087666,4.099242404,191.8281606
F-167,-0.71,206.263,1.446,51.0206,13,3,2,5,6,76,0,0,0,0,74.6,81.32846756,4.190250957,172.5830481
F-168,-1.82,224.303,1.3565,54.2446,13,4,2,6,6,76,0,0,0,0,74.6,85.08663547,3.559599938,174.9315636
F-169,-2.89,238.33,1.399,59.1116,14,4,2,6,7,82,0,0,0,0,74.6,91.45157758,3.999171999,185.5179601
F-170,-0.4,216.281,0.1951,57.2179,15,3,3,5,5,88,0,0,0,0,92.42,90.03076089,4.425354613,238.822
F-171,-2.56,208.239,-1.4566,48.5474,13,5,4,7,6,76,0,0,0,0,126.64,79.27836472,3.559599938,179.0732731
F-172,-0.17,230.308,0.5852,61.8349,16,3,3,5,6,94,0,0,0,0,92.42,96.395703,4.348588569,251.61423
F-173,-0.71,189.167,-0.5595,42.1103,13,3,3,6,5,74,0,0,0,0,103.7,74.5517997,4.023176701,224.9227914
F-174,0.02,207.186,-3.2845,46.3173,14,6,6,8,5,82,0,0,0,0,148.4,79.6576301,3.993830419,209.6436571
F-175,-1.29,238.286,0.9689,55.4916,14,5,2,7,5,80,0,0,0,0,83.83,90.43585092,4.156857496,240.2346535
F-176,-1.7,237.302,0.3696,57.0502,14,5,2,7,5,80,0,0,0,0,89.62,90.98150787,4.156857496,243.8442939
F-179,-1.36,266.384,2.1792,68.3456,16,4,2,6,9,94,0,0,0,0,74.6,104.1814618,4.139033706,208.8589191
F-180,-0.69,244.335,0.9753,66.4519,17,3,3,5,7,100,0,0,0,0,92.42,102.7606451,4.34563185,264.4763559
F-181,-3.12,268.36,-0.0282,65.3724,16,6,4,8,9,94,0,0,0,0,126.64,101.5313211,3.34287927,216.0782
F-182,-2.2,290.406,2.5114,77.3916,18,4,2,6,11,102,0,0,0,0,74.6,115.53214,4.259778941,274.4525358
F-183,0.31,245.279,-1.3232,61.0856,17,4,4,7,7,98,0,0,0,0,121.52,99.74214517,3.827406376,291.2755976
F-184,-1.43,337.214,0.89,75.0152,19,3,3,7,7,110,0,0,0,0,95.5,120.9996863,4.286202045,346.6210846
F-185,-0.11,245.279,-1.3232,61.0856,17,4,4,7,7,98,0,0,0,0,121.52,99.74214517,4.126835331,291.2755976
F-186,-1.82,392.357,-0.1198,85.858,27,11,0,11,10,154,0,0,0,0,140.73,155.7022646,5.963686693,556.5697795
F-189,-1.97,187.18,0.2598,42.627,12,5,2,7,2,64,1,0,0,1,98.26,71.11109523,2.912081219,321.4932759
F-192,-2.63,214.271,0.9437,50.9932,13,4,1,6,1,68,2,0,0,2,73.05,79.07374549,2.767072116,511.3728136
F-193,-2.24,206.332,3.0978,58.1556,12,2,2,4,7,70,0,0,0,0,40.46,83.59987383,3.007305636,139.1368501
F-195,-1,172.228,0.734,46.1014,12,2,2,4,4,70,0,0,0,0,58.2,72.68675042,3.402570683,139.1368501
F-197,-1.14,208.327,0.9148,54.7618,13,2,0,5,6,80,0,0,0,0,40.62,81.70966657,4.706284857,200.2985258
F-199,-3.06,230.348,3.0511,65.2498,16,3,1,3,10,96,0,0,0,0,46.53,99.18785748,3.068551514,166.5606417
F-200,-2.16,174.2,0.2997,43.6899,12,2,3,5,6,70,0,0,0,0,92.42,70.93593455,3.007305636,140.7304781
F-201,-2.39,220.359,3.4879,62.7726,13,2,2,4,8,76,0,0,0,0,40.46,89.96481594,2.996104998,150.9976368
F-203,-3.07,234.386,3.878,67.3896,14,2,2,4,9,82,0,0,0,0,40.46,96.32975806,2.989544129,160.9608118
F-209,-2.73,183.207,0.91438,45.581,13,4,0,4,4,72,0,0,0,0,67.16,77.48795705,4.348051779,239.7345942
F-210,-2.16,200.282,1.5142,55.3354,14,2,2,4,6,82,0,0,0,0,58.2,85.41663464,3.408993122,160.9608118
F-212,-0.59,185.223,0.6319,49.0737,13,4,1,4,5,74,0,0,0,0,55.4,77.95563652,3.755556231,220.8997039
F-213,-1.8,218.256,1.517,59.6027,16,2,1,4,2,84,1,1,1,2,49.41,94.24796471,2.177572529,425.9047178
F-220,-1.89,182.132,-0.0356,31.9438,12,4,2,8,6,70,0,0,0,0,99.08,67.27519627,3.671168213,170.9310205
F-221,-3.39,244.331,2.8417,65.563,17,4,0,4,9,100,0,0,0,0,52.6,103.6686911,3.412220775,225.459352
F-222,-4.48,212.252,3.03312,64.8887,16,2,1,3,1,80,3,0,0,3,37.91,93.06697004,2.452576267,670.0549893
F-227,-1.95,186.175,-1.3153,47.0392,13,4,4,8,3,72,0,0,0,0,134.96,74.03248646,3.905414079,257.750226
F-229,-0.76,257.377,0.8358,60.5253,15,4,1,7,8,92,0,0,0,0,80.31,92.3652598,4.316456425,322.102908
F-232,-0.7,260.334,-0.4592,67.849,18,4,4,6,9,106,0,0,0,0,98.66,107.7648504,3.266999316,228.4619654
F-233,-0.81,195.067,0.187,35.1879,12,6,0,8,1,68,0,3,3,3,87.9,67.36563715,2.250721586,245.4374381
F-237,-2.2,313.485,2.3962,78.9933,19,4,1,7,12,116,0,0,0,0,80.31,117.8250283,4.087626468,375.0103371
F-239,-0.92,292.332,-0.0162,71.341,20,6,4,8,11,118,0,0,0,0,117.12,117.9919408,3.20210789,236.3321022
F-240,-4.57,370.574,6.3542,107.138,26,4,0,4,19,154,0,0,0,0,52.6,160.9531701,3.248165172,296.1039371
F-241,-1.95,334.481,0.7444,76.0214,19,6,0,9,9,116,0,0,0,0,102.42,115.8999252,5.943739525,485.1665545
F-247,-1.93,348.44,1.5442,89.809,24,6,4,8,15,142,0,0,0,0,117.12,143.4517093,3.240138741,284.9427607
F-248,-2.97,376.562,1.9147,89.8724,22,6,0,9,12,134,0,0,0,0,102.42,134.9947515,5.798944337,526.3437158
F-251,-4.55,179.139,-1.4114,45.1918,13,5,3,7,0,66,2,0,0,2,117.52,70.65459447,3.031717275,568.981699
F-254,-4.08,276.679,4.1592,70.6941,19,4,2,6,3,96,2,0,0,2,82.25,113.3534731,2.292398456,638.836631
F-255,-1.93,213.218,0.3334,50.325,14,5,2,7,3,74,1,0,0,1,91.65,83.28378147,2.591365621,371.5415557
F-257,-3.13,180.123,-1.7003,43.6051,13,4,3,7,0,66,2,0,0,2,111.47,69.47622588,3.124270264,619.7924609
F-260,-3.85,242.234,3.5058,65.6841,18,4,2,5,3,90,2,0,0,2,82.25,103.0502069,2.203653088,591.4402813
F-261,-3.33,242.234,3.5058,65.6841,18,4,2,5,3,90,2,0,0,2,82.25,103.0502069,2.285443217,591.4402813
F-262,-3.77,291.395,4.6758,83.9233,21,3,1,5,10,116,1,0,0,1,65.26,126.2133277,2.263590927,443.3402402
F-263,-3.86,276.679,4.1592,70.6941,19,4,2,6,3,96,2,0,0,2,82.25,113.3534731,2.324624183,638.836631
F-265,-3.31,207.189,0.2719,52.448,15,4,2,6,3,78,1,0,0,1,91.65,85.6434182,2.657324562,400.3234132
F-266,-3.94,182.139,-1.7568,44.7811,13,4,3,7,0,68,2,0,0,2,103.51,70.04065192,3.215102766,625.5923873
F-267,-2.08,209.201,0.9564,53.0779,15,5,1,5,2,80,1,0,1,2,70.78,86.72738891,2.711829829,427.9208319
F-268,-1.16,174.121,2.4316,36.8275,12,1,0,4,1,64,1,0,0,1,17.07,66.81941566,2.944341945,276.1044889
F-272,-2.58,226.703,3.24552,61.9833,15,2,1,3,3,82,1,0,0,1,37.3,94.88007788,3.293116523,383.4536636
F-277,-4.36,203.197,2.7566,57.1544,15,3,0,4,2,76,2,0,0,2,52.37,86.24453072,2.827610513,522.2220028
F-278,-3.4,224.213,1.1363,45.8168,15,4,2,8,10,88,0,0,0,0,99.08,86.37002262,2.986078376,177.9194312
F-281,-4.14,238.24,1.5264,50.4338,16,4,2,8,11,94,0,0,0,0,99.08,92.73496473,2.984708301,188.7052162
F-291,-4.52,365.964,5.6015,78.0115,19,4,0,9,5,106,1,0,0,1,44.76,130.3048798,3.195069219,538.5763442
F-292,-0.55,229.28,0.6162,58.9414,16,3,1,6,1,92,0,1,1,1,75.87,95.31404637,2.660172459,282.4828197
F-293,-4.96,371.285,5.2397,95.4709,26,6,0,8,7,132,3,0,0,3,87.9,149.0888136,1.862638589,869.9309477
F-294,-3.22,202.165,2.2448,53.9208,15,4,1,4,0,74,3,0,0,3,63.58,83.34963412,2.635958942,705.2482129
F-295,-3.05,333.963,2.3796,60.697,15,3,0,5,1,78,1,1,1,2,43.37,103.0570251,2.291321574,413.1806069
F-296,-3.34,253.304,1.5866,66.0803,16,5,3,6,1,82,1,1,1,2,69.56,100.9774795,2.32438984,510.7856479
F-299,-2.97,180.159,1.1714,44.7408,13,3,1,4,2,68,1,0,0,1,63.6,74.75705264,2.934041941,325.9728677
F-301,-2.77,210.186,0.7462,41.1998,14,4,2,8,9,82,0,0,0,0,99.08,80.0050805,2.989544129,165.1605427
F-302,-3.04,181.147,1.3814,44.4359,13,4,0,5,2,68,1,0,0,1,69.44,74.0893304,2.934041941,330.5021927
F-310,-0.6,180.163,0.0188,44.2186,13,4,2,5,1,68,1,0,1,2,73.58,74.40395765,2.356941141,351.2424177
F-314,-4,231.295,2.94762,70.782,17,3,0,3,3,90,2,0,0,2,33.45,100.6639508,2.607487279,582.2821706
F-315,-2.71,224.241,1.0637,55.97,15,4,2,6,1,78,2,0,0,2,93.28,86.30124234,2.961958872,622.2901035
F-316,-2.5,224.241,1.0637,55.97,15,4,2,6,1,78,2,0,0,2,93.28,86.30124234,2.881809623,622.2901035
F-317,-1.56,188.61,2.0628,46.2208,12,3,1,4,2,66,1,0,0,1,38.69,75.48587779,3.238988703,285.8766163
F-319,-4.27,187.198,3.05642,55.3394,14,2,0,3,1,70,2,0,0,2,43.14,81.13098549,2.895160177,505.6137328
F-320,-1.47,216.262,-0.7039,53.3102,14,4,3,6,3,78,0,1,1,1,78.43,86.86379724,2.973421401,270.3109791
F-321,-3.6,216.192,2.5478,58.808,16,4,0,4,1,80,3,0,0,3,52.58,90.03388772,2.584577798,720.5360958
F-322,-1.69,237.284,0.863,62.3679,16,3,2,6,2,84,1,0,1,2,84.55,93.74158865,2.320020924,533.9318035
F-324,-4,225.247,2.70042,67.6355,17,3,1,3,0,84,3,0,0,3,42.23,97.49908812,2.681470234,787.1736822
F-329,-2.68,242.321,2.3059,63.9228,15,4,1,5,4,80,1,0,0,1,46.53,97.44236293,2.255272094,337.7805544
F-331,-5.72,266.294,2.305,59.6458,18,4,2,8,12,106,0,0,0,0,99.08,105.464849,3.71495382,248.5224036
F-334,-2.22,205.173,1.13972,53.7551,15,4,1,6,1,76,2,0,0,2,88.89,83.73180355,2.826109336,603.0643256
F-335,-3.49,306.402,4.3806,86.057,22,4,0,4,10,122,1,0,0,1,52.6,132.3608432,2.598325116,424.9098897
F-338,-2.35,265.269,-0.4857,66.8338,19,4,3,7,6,102,1,0,0,1,110.52,109.6587824,2.174855585,447.5475346
F-339,-5.27,368.901,5.2523,100.67,25,4,0,5,13,140,1,0,0,1,52.6,155.3939936,2.231373168,540.6271769
F-344,-1.35,223.184,0.98902,52.8971,16,4,2,6,3,84,1,0,0,1,104.56,90.54879548,3.697752369,492.2279106
F-345,-1.73,241.272,1.1136,59.559,16,5,2,7,5,86,1,0,0,1,91.65,96.0136657,2.404971737,400.1415263
F-347,-1.91,230.311,2.60782,69.836,17,3,0,3,2,90,2,0,0,2,26.93,101.2919349,2.730260473,576.2599451
F-349,-2.3,178.191,1.715,49.661,13,4,2,4,2,68,1,0,0,1,65.18,75.81341894,3.071141172,330.7277552
F-352,-1.02,198.218,0.4288,51.6036,14,4,2,4,6,78,1,0,0,1,58.92,82.70672954,2.500192624,238.8038404
F-354,-2.83,224.304,1.8664,66.548,16,4,0,4,7,90,0,0,0,0,58.86,96.86730346,3.893242722,284.98045
F-355,-1.94,182.135,0.7138,42.3491,13,4,2,6,2,68,1,0,0,1,92.47,72.90897749,2.934041941,332.8507083
F-357,-2.87,196.162,1.056,46.9764,14,4,1,6,2,74,1,0,0,1,83.68,79.48389109,2.939953719,358.1089581
F-358,-5.7,254.285,3.2969,74.4653,19,3,1,3,4,96,2,0,0,2,46.53,111.3279638,2.136217054,597.6460401
F-359,-2.28,196.162,0.886,47.5716,14,4,1,6,3,74,1,0,0,1,81.47,79.59323108,2.827022039,346.8638413
F-360,-1.52,218.26,1.92766,59.525,16,5,0,5,2,84,2,0,0,2,52.83,94.10834043,2.261644696,478.9482688
F-361,-1.88,208.217,0.3981,53.8241,15,3,2,5,4,80,1,0,0,1,81.42,87.21751389,2.255272094,337.7805544
F-363,-5.09,232.283,1.8551,67.2384,17,2,2,4,4,90,2,0,0,2,54.12,99.97186816,2.186875918,531.199026
F-367,-2.68,302.414,3.2023,83.1768,22,3,1,3,0,120,0,3,4,4,54.37,131.7125594,1.775366716,591.487716
F-369,-1.59,235.243,1.0521,61.682,17,4,2,6,5,90,1,0,0,1,91.65,98.37330243,2.471010023,428.8476133
F-374,-2.31,224.26,1.1051,58.4534,16,3,2,5,3,88,0,1,1,1,75.27,94.27752865,3.203780593,351.4259648
F-375,-2.62,244.316,-0.0678,62.4742,16,4,3,6,4,90,0,1,1,1,78.43,99.59368147,3.009768923,308.0258315
F-378,-2.06,230.373,3.0666,62.6658,15,2,0,3,2,88,0,2,2,2,34.14,93.36735036,2.029275637,258.7439802
F-379,-1.61,230.289,-0.3138,57.9272,15,4,3,6,4,84,0,1,1,1,78.43,93.22873936,2.970442649,275.7325822
F-380,-1.46,228.291,3.37,69.502,17,2,0,2,4,88,2,0,0,2,26.3,101.2128456,2.279493578,543.6131589
F-381,-0.76,207.229,1.2796,55.623,15,2,2,4,3,80,1,0,0,1,66.4,87.92325383,2.770474696,370.6792408
F-383,-3.48,219.196,1.24588,53.3805,16,5,0,5,2,82,1,0,1,2,68.55,92.14502001,2.765628532,501.6865185
F-393,-1.97,215.234,-0.3742,50.7593,14,4,3,7,2,76,1,0,0,1,115.28,80.9482868,3.047486126,437.7527536
F-394,-1.19,235.283,1.7581,64.6202,17,3,1,4,4,92,1,0,0,1,55.4,100.9724495,2.712174722,398.3854188
F-396,-0.75,223.228,0.5433,56.4661,16,4,4,5,1,86,1,0,1,2,89.79,92.34436808,2.625176803,457.5429391
F-397,-1.91,247.25,1.5359,63.2738,18,3,1,5,3,94,1,0,1,2,74.68,104.0188005,2.54884317,516.6771553
F-401,-1.39,244.29,2.4622,69.3556,18,3,2,3,4,94,2,0,0,2,49.69,106.2853364,2.170959155,478.8517176
F-402,-3.22,251.238,0.4327,61.965,18,4,2,6,5,96,1,0,0,1,92.7,103.5632633,2.548401807,443.0408089
F-403,-1.1,238.243,-0.5372,60.4317,17,4,4,6,5,92,1,0,0,1,112.65,98.05737828,2.476930736,402.4373873
F-404,-0.89,234.255,0.7879,61.7877,17,3,1,5,3,90,1,1,1,2,58.64,99.36150994,2.058668891,441.5688927
F-405,-2.83,313.136,3.8619,75.5838,20,3,1,6,5,104,2,0,0,2,55.76,125.0077603,2.186211361,568.1278281
F-408,-1.79,245.348,0.6549,66.4427,16,3,1,6,2,92,0,1,1,1,44.81,101.721276,2.331080356,226.4486969
F-410,-0.46,216.222,-2.1851,50.2628,14,4,4,8,1,76,0,1,1,1,99.33,84.60092573,2.67712572,296.1984776
F-411,-3.74,353.418,4.0244,99.0835,26,3,2,5,6,136,2,0,1,3,75.63,152.5478306,1.696773209,769.6633059
F-412,-2.52,362.363,1.4619,88.799,25,5,3,9,5,130,2,0,0,2,129.64,143.0875661,2.209823034,935.352231
F-413,-3.66,235.239,2.7805,60.7719,17,4,0,5,3,90,1,0,1,2,69.44,98.5432677,2.579850756,491.2790378
F-415,-4.16,243.391,4.0488,70.9372,17,2,2,3,10,102,0,0,0,0,49.33,105.9431551,4.696861173,182.6244531
F-417,-2.14,182.175,1.402,46.5053,13,3,1,4,3,70,1,0,0,1,55.76,75.70907577,3.266367172,319.3907823
F-418,-0.84,188.208,0.1351,43.2244,12,4,3,6,2,66,1,0,0,1,92.42,69.83020414,3.090461035,356.8845172
F-419,-0.47,248.259,2.8327,63.5346,17,3,1,5,1,86,3,0,0,3,67.51,97.21769746,2.457301107,814.7593585
F-420,-2.73,213.236,2.7226,61.48,16,2,1,3,2,80,2,0,0,2,40.54,93.52306746,2.23939893,467.8059718
F-421,-1.41,207.229,0.8184,55.3865,15,2,2,4,4,80,1,0,0,1,66.4,87.92325383,2.670146538,348.1104836
F-426,-1.86,235.283,1.2969,64.3837,17,3,1,4,5,92,1,0,0,1,55.4,100.9724495,2.695351301,375.5107816
F-429,-5.28,228.247,3.46446,66.467,17,3,0,3,0,86,3,0,0,3,43.35,97.65022671,2.626324292,790.4241011
F-432,-3.33,313.353,2.2964,86.14,23,4,2,5,6,120,2,0,0,2,75.63,134.4588354,2.118742322,652.48162
F-433,-0.93,301.32,0.59132,69.7941,20,4,3,8,7,110,1,0,0,1,120.77,115.8432056,2.881937923,592.8784918
F-435,-2.31,366.053,2.2417,74.03,17,3,0,6,4,94,1,0,0,1,42.31,116.8686484,2.891921428,440.7795021
F-436,-3.18,460.053,1.9259,84.064,17,3,0,6,4,94,1,0,0,1,42.31,127.6572294,2.891921428,440.7795021
F-437,-2.2,351.121,1.7917,65.9394,16,4,2,7,1,84,2,0,0,2,87.49,105.0174235,3.023891426,668.5084752
F-439,-3.35,243.391,3.9047,70.8672,17,2,2,3,9,102,0,0,0,0,49.33,105.9431551,4.645063519,212.2677494
F-440,-5.22,243.391,4.0488,70.9372,17,2,2,3,10,102,0,0,0,0,49.33,105.9431551,3.968280989,200.3988906
F-441,-4,243.391,3.6165,70.7272,17,2,2,3,7,102,0,0,0,0,49.33,105.9431551,5.111892618,207.8473839
F-442,-2.82,243.391,4.0488,70.9372,17,2,2,3,10,102,0,0,0,0,49.33,105.9431551,4.476004912,198.3988906
F-443,-4.8,243.391,4.0488,70.9372,17,2,2,3,10,102,0,0,0,0,49.33,105.9431551,3.415796868,202.3988906
F-445,-1.78,182.175,0.5758,46.0751,13,4,2,4,3,70,1,0,0,1,66.76,75.3897643,3.058597781,319.3907823
F-446,-2.17,244.316,0.0763,62.5442,16,4,3,6,5,90,0,1,1,1,78.43,99.59368147,2.915115189,297.1860028
F-448,-0.68,249.222,0.1557,60.7546,18,4,2,6,3,94,1,1,1,2,94.91,102.4480921,2.332408243,512.458872
F-449,-3.35,235.327,2.84932,67.8272,17,2,2,3,5,94,1,0,0,1,49.33,102.8105966,2.934134183,366.3135291
F-451,-0.91,209.201,-0.1381,52.4178,15,3,3,5,4,80,1,0,0,1,86.63,86.35254547,2.670102591,349.6998379
F-453,-1.77,207.167,-1.7221,42.8547,13,4,4,9,2,72,1,0,0,1,132.12,71.50761899,3.190830029,511.0713033
F-454,-2.89,235.327,3.03,67.8652,17,2,2,3,6,94,1,0,0,1,49.33,102.8105966,3.185585782,342.4996593
F-455,-3.52,235.327,2.68596,68.0672,17,2,2,3,3,94,1,0,0,1,49.33,102.8105966,3.07478763,412.8435047
F-456,-3.23,255.364,2.2211,70.6008,16,3,1,5,4,86,1,0,0,1,40.54,104.4535935,2.379845003,367.5071289
F-457,-2.69,246.31,2.213,69.713,18,2,0,4,3,96,1,1,1,2,40.62,107.1579564,2.468694876,465.9421525
F-460,-8.56,362.51,5.941,104.525,26,4,0,4,14,146,1,0,0,1,52.6,157.8206116,2.419683738,477.628462
F-462,-2.22,203.326,1.2897,59.3383,14,3,3,3,10,86,0,0,0,0,52.49,87.52700186,2.916821984,109.4606538
F-463,-2.64,217.353,1.6798,63.9553,15,3,3,3,11,92,0,0,0,0,52.49,93.89194397,2.924117842,120.1897467
F-464,-3.11,231.38,2.0699,68.5723,16,3,3,3,12,98,0,0,0,0,52.49,100.2568861,2.931216104,131.1010015
F-470,-2.56,258.343,0.3223,67.0912,17,4,3,6,5,96,0,1,1,1,78.43,105.9586236,2.909405891,321.6082449
F-471,-2.38,258.343,0.4664,67.1612,17,4,3,6,6,96,0,1,1,1,78.43,105.9586236,2.832505058,310.678233
F-472,-1.79,248.238,0.2341,61.8145,18,3,2,6,4,94,1,1,1,2,86.71,103.2037206,2.155456052,486.1105946
F-477,-0.37,220.141,-3.6132,41.9219,15,5,7,10,2,84,0,1,1,1,174.01,82.04993314,3.092635704,344.4139553
F-478,-3.09,272.37,0.7124,71.7082,18,4,3,6,6,102,0,1,1,1,78.43,112.3235657,2.933600888,337.2316857
F-479,-3.14,272.37,0.7124,71.7082,18,4,3,6,6,102,0,1,1,1,78.43,112.3235657,3.001931441,333.2316857
F-481,-1.81,375.191,2.0692,78.6169,18,4,2,7,3,94,2,0,0,2,85.08,118.6205122,2.267141922,638.9934723
F-482,-1.52,246.27,0.97502,68.9531,18,4,2,6,2,94,2,0,0,2,82.05,103.6133257,2.639046256,640.0872888
F-485,-3.66,227.474,3.361,49.6888,12,2,1,5,1,66,1,0,0,1,29.46,84.6139229,3.387046329,312.010065
F-487,-2.1,228.631,1.761,54.1848,15,3,1,5,4,80,1,0,0,1,63.6,91.42526099,2.883562581,374.7637077
F-489,-2.94,173.171,1.4608,48.8065,13,3,1,3,0,64,1,0,1,2,49.66,75.00085423,2.670687493,418.6878518
F-491,-3.16,271.323,0.9021,65.2969,17,5,2,8,2,90,2,0,0,2,102.15,101.515014,2.516806036,690.5740328
F-494,-1.55,240.28,2.0202,61.5296,16,3,2,5,6,86,1,0,0,1,74.6,97.29073542,2.707385865,363.5071289
F-495,-6,254.285,3.2969,74.4653,19,3,1,3,4,96,2,0,0,2,46.53,111.3279638,2.226679041,600.6460401
F-500,-3.17,231.045,1.9413,47.1463,12,3,1,4,1,64,1,0,0,1,46.53,78.09813604,3.045563792,309.1713245
F-503,-2.83,358.302,2.0968,87.3676,26,6,2,8,7,134,2,0,0,2,127.2,147.1397964,1.914909321,784.2745275
F-507,-3.21,239.183,1.2824,55.3199,17,6,0,7,3,90,1,0,1,2,87.9,96.04047393,2.767411077,510.0078537
F-509,-3.59,191.23,2.4637,56.1738,14,3,1,3,3,74,1,0,0,1,49.66,83.10719203,2.757267843,352.0552103
F-511,-3.54,274.32,2.7162,76.144,20,4,0,5,3,106,1,0,1,2,58.97,117.7719326,2.447833685,547.4968704
F-513,-1.6,198.174,0.893,47.6631,14,5,2,5,2,76,1,0,0,1,75.99,80.50330953,3.2018063,335.2151008
F-514,-2.06,239.252,1.3743,59.8398,16,4,3,6,1,84,2,0,0,2,100.62,91.87582811,3.029062156,663.8185193
F-521,0.01,223.228,0.524,57.0513,16,3,3,5,4,86,1,0,0,1,86.63,92.71748758,2.712342257,385.4759655
F-524,-0.73,238.243,-0.5372,60.4317,17,4,4,6,5,92,1,0,0,1,112.65,98.05737828,2.695417094,402.4373873
F-526,-3.55,191.23,2.4637,56.1738,14,3,1,3,3,74,1,0,0,1,49.66,83.10719203,2.859949273,369.3052103
F-531,-3.64,212.252,2.725,66.2152,16,3,2,3,2,80,2,0,0,2,58.61,93.88288638,2.288031072,473.3459731
F-533,-3.05,216.214,0.7199,47.5961,14,4,1,6,3,76,1,0,0,1,80.67,81.06499069,3.124476768,431.3043726
F-534,-6.04,253.301,3.139,76.6129,19,3,1,3,4,96,2,0,0,2,52.32,111.8736208,1.881853839,576.3126215
F-535,-1.41,208.217,-0.1128,54.0159,15,3,3,5,4,80,1,0,0,1,92.42,86.89820241,2.572100735,350.9449504
F-537,-1.89,272.348,3.8296,82.576,20,4,0,4,6,106,1,0,0,1,58.86,119.1945134,2.78644507,503.3445338
F-540,-3.92,317.435,3.7959,91.7588,21,3,1,5,5,108,2,0,0,2,40.54,133.1457456,2.060336987,602.1887457
F-543,-2.66,390.314,0.4087,84.3312,27,5,3,11,8,148,1,0,0,1,121.8,151.2310222,2.940410593,693.146068
F-544,-3.84,173.171,0.7516,47.9439,13,3,1,3,0,64,1,0,1,2,60.16,74.85867229,2.717908595,432.3058157
F-548,-0.99,214.608,2.2066,52.4101,14,3,1,6,2,74,1,0,0,1,72.24,84.82891358,3.151960315,392.1728236
F-549,-1.49,218.256,1.18558,59.8025,16,3,2,4,6,84,1,0,0,1,73.12,94.51925352,2.52069519,370.3551922
F-555,-1.83,274.324,1.62582,78.4424,20,4,2,6,3,106,2,0,0,2,68.06,116.5531814,2.471491535,670.4726174
F-559,-4.42,261.708,3.68442,71.227,18,2,1,4,2,92,2,0,0,2,40.54,110.1912758,2.228964049,549.0116042
F-562,-6.01,366.309,2.7224,99.7531,26,3,2,6,5,130,3,0,0,3,91.67,149.4765874,2.184861583,931.136239
F-563,-3.08,301.327,1.2375,79.1729,21,4,2,7,2,106,3,0,0,3,105.91,119.8716465,2.346872236,993.5169079
F-564,-4.17,295.342,3.5767,85.2514,22,3,2,5,2,112,2,0,1,3,62.72,128.5476269,1.927282614,690.6888387
F-565,-1.41,179.172,-3.8682,38.0094,12,6,6,6,0,72,0,1,1,1,127.17,68.8691899,2.760252076,107.4881096
F-566,-2.72,191.186,1.2659,51.8475,14,2,2,4,3,72,1,0,0,1,66.4,80.86870868,2.540353585,356.8896772
F-567,-4.07,262.201,1.606,68.9366,18,2,2,5,3,92,2,0,0,2,74.6,103.9796992,2.421622728,604.6481876
F-568,-4.15,311.388,2.21072,78.4052,20,5,2,8,4,106,2,0,0,2,88.16,120.4653573,2.187893753,720.6607515
F-570,-3.65,304.375,1.7384,80.3369,21,5,2,7,3,110,2,0,1,3,97.97,123.0322594,1.866855269,757.0435171
